Baylor Scott & White Emergency Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tax ID: 26-2978009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated 1/13/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charge Code,ChargeDescription,Revenue Code,CPT Code, Charge , Self Pay Median Charge , Minimum Reimbursment , Maximum Reimbursment , Payer , Aetna , Aetna , American Health Advantage , Ambetter , BCBS , BCBS , BCBS , BCBS , BCBS , Cigna , Cigna , Cigna , CorVel , CorVel , Employers Health Network , HealthSmart , HealthSmart , Humana , Humana , Hunt Regional , Imagine Health , Midland Memorial , MultiPlan , Scott&White , Scott&White , Scott&White , Scott&White , Scott&White , Scott&White , Scott&White , Sedgwick , Superior , UMH , United , United , United , VA/Triwest , WellMed 
425000114,Nitrostat 0.4mg SL tab,250,N/A,61.00,24.40,29.89,51.85,,33.55,**,**,**,**,**,**,**,**,35.38,29.89,**,**,51.85,33.55,45.75,45.75,42.70,**,33.55,32.33,41.48,45.75,**,**,**,31.72,29.89,33.55,35.38,**,**,35.38,42.70,**,38.43,**,**
425000117,Ipratropium .02% Neb soln,250,N/A,41.00,16.40,20.09,34.85,,22.55,**,**,**,**,**,**,**,**,23.78,20.09,**,**,34.85,22.55,30.75,30.75,28.70,**,22.55,21.73,27.88,30.75,**,**,**,21.32,20.09,22.55,23.78,**,**,23.78,28.70,**,25.83,**,**
425000119,Lidocaine Viscous 2% Oral 15ml,250,N/A,9.00,3.60,4.41,7.65,,4.95,**,**,**,**,**,**,**,**,5.22,4.41,**,**,7.65,4.95,6.75,6.75,6.30,**,4.95,4.77,6.12,6.75,**,**,**,4.68,4.41,4.95,5.22,**,**,5.22,6.30,**,5.67,**,**
425000125,Promethegran 12.5 mg Suppos,250,N/A,15.00,6.00,7.35,12.75,,8.25,**,**,**,**,**,**,**,**,8.70,7.35,**,**,12.75,8.25,11.25,11.25,10.50,**,8.25,7.95,10.20,11.25,**,**,**,7.80,7.35,8.25,8.70,**,**,8.70,10.50,**,9.45,**,**
425000126,Promethazine 25 mg tab,250,N/A,4.00,1.60,1.96,3.40,,2.20,**,**,**,**,**,**,**,**,2.32,1.96,**,**,3.40,2.20,3.00,3.00,2.80,**,2.20,2.12,2.72,3.00,**,**,**,2.08,1.96,2.20,2.32,**,**,2.32,2.80,**,2.52,**,**
425000128,Phenobarbital 65mg/ml inj,250,J2560,161.00,64.40,44.05,136.85,,88.55,44.05,46.25,82.37,**,**,**,**,**,93.38,78.89,46.25,85.45,136.85,88.55,120.75,120.75,112.70,44.05,88.55,85.33,109.48,120.75,**,72.68,44.05,83.72,78.89,88.55,93.38,101.31,46.25,93.38,112.70,44.05,101.43,44.05,44.05
425000129,Trimeth/Polymyxin B opth soln,250,N/A,78.00,31.20,38.22,66.30,,42.90,**,**,**,**,**,**,**,**,45.24,38.22,**,**,66.30,42.90,58.50,58.50,54.60,**,42.90,41.34,53.04,58.50,**,**,**,40.56,38.22,42.90,45.24,**,**,45.24,54.60,**,49.14,**,**
425000130,Potassium Chloride 20 meq tab,250,N/A,10.00,4.00,4.90,8.50,,5.50,**,**,**,**,**,**,**,**,5.80,4.90,**,**,8.50,5.50,7.50,7.50,7.00,**,5.50,5.30,6.80,7.50,**,**,**,5.20,4.90,5.50,5.80,**,**,5.80,7.00,**,6.30,**,**
425000132,"Propofol 1,000mg/100mL inj",250,J2704,49.00,19.60,24.01,41.65,,26.95,**,**,**,**,**,**,**,**,28.42,24.01,**,**,41.65,26.95,36.75,36.75,34.30,**,26.95,25.97,33.32,36.75,**,**,**,25.48,24.01,26.95,28.42,**,**,28.42,34.30,**,30.87,**,**
425000135,Flumazenil 0.5mg/5mL inj,250,N/A,32.00,12.80,15.68,27.20,,17.60,**,**,**,**,**,**,**,**,18.56,15.68,**,**,27.20,17.60,24.00,24.00,22.40,**,17.60,16.96,21.76,24.00,**,**,**,16.64,15.68,17.60,18.56,**,**,18.56,22.40,**,20.16,**,**
425000137,Racepinephrine 2.25% soln,250,N/A,10.00,4.00,4.90,8.50,,5.50,**,**,**,**,**,**,**,**,5.80,4.90,**,**,8.50,5.50,7.50,7.50,7.00,**,5.50,5.30,6.80,7.50,**,**,**,5.20,4.90,5.50,5.80,**,**,5.80,7.00,**,6.30,**,**
425000139,Sodium bicarb 4% Neut 5 ml,250,N/A,14.00,5.60,6.86,11.90,,7.70,**,**,**,**,**,**,**,**,8.12,6.86,**,**,11.90,7.70,10.50,10.50,9.80,**,7.70,7.42,9.52,10.50,**,**,**,7.28,6.86,7.70,8.12,**,**,8.12,9.80,**,8.82,**,**
425000144,Timolol 0.5% Ophtalmic Drops,250,N/A,39.00,15.60,19.11,33.15,,21.45,**,**,**,**,**,**,**,**,22.62,19.11,**,**,33.15,21.45,29.25,29.25,27.30,**,21.45,20.67,26.52,29.25,**,**,**,20.28,19.11,21.45,22.62,**,**,22.62,27.30,**,24.57,**,**
425000145,Benzocaine 20% topical oral anesthetic 2oz spray,250,N/A,67.00,26.80,32.83,56.95,,36.85,**,**,**,**,**,**,**,**,38.86,32.83,**,**,56.95,36.85,50.25,50.25,46.90,**,36.85,35.51,45.56,50.25,**,**,**,34.84,32.83,36.85,38.86,**,**,38.86,46.90,**,42.21,**,**
425000147,Vasopressin 20u inj,250,N/A,28.00,11.20,13.72,23.80,,15.40,**,**,**,**,**,**,**,**,16.24,13.72,**,**,23.80,15.40,21.00,21.00,19.60,**,15.40,14.84,19.04,21.00,**,**,**,14.56,13.72,15.40,16.24,**,**,16.24,19.60,**,17.64,**,**
425000148,Acetamino. 160mg/5ml elixir,250,N/A,13.00,5.20,6.37,11.05,,7.15,**,**,**,**,**,**,**,**,7.54,6.37,**,**,11.05,7.15,9.75,9.75,9.10,**,7.15,6.89,8.84,9.75,**,**,**,6.76,6.37,7.15,7.54,**,**,7.54,9.10,**,8.19,**,**
425000150,Acetaminophen 650 mg supp,250,N/A,2.00,0.80,0.98,1.70,,1.10,**,**,**,**,**,**,**,**,1.16,0.98,**,**,1.70,1.10,1.50,1.50,1.40,**,1.10,1.06,1.36,1.50,**,**,**,1.04,0.98,1.10,1.16,**,**,1.16,1.40,**,1.26,**,**
425000151,Acetaminophen 325 mg tab,250,N/A,1.00,0.40,0.49,0.85,,0.55,**,**,**,**,**,**,**,**,0.58,0.49,**,**,0.85,0.55,0.75,0.75,0.70,**,0.55,0.53,0.68,0.75,**,**,**,0.52,0.49,0.55,0.58,**,**,0.58,0.70,**,0.63,**,**
425000152,Acetaminophen 500 mg tab,250,N/A,1.00,0.40,0.49,0.85,,0.55,**,**,**,**,**,**,**,**,0.58,0.49,**,**,0.85,0.55,0.75,0.75,0.70,**,0.55,0.53,0.68,0.75,**,**,**,0.52,0.49,0.55,0.58,**,**,0.58,0.70,**,0.63,**,**
425000153,Acetaminophen 120 mg supp,250,N/A,2.00,0.80,0.98,1.70,,1.10,**,**,**,**,**,**,**,**,1.16,0.98,**,**,1.70,1.10,1.50,1.50,1.40,**,1.10,1.06,1.36,1.50,**,**,**,1.04,0.98,1.10,1.16,**,**,1.16,1.40,**,1.26,**,**
425000155,Tramadol 50 mg tab,250,N/A,5.00,2.00,2.45,4.25,,2.75,**,**,**,**,**,**,**,**,2.90,2.45,**,**,4.25,2.75,3.75,3.75,3.50,**,2.75,2.65,3.40,3.75,**,**,**,2.60,2.45,2.75,2.90,**,**,2.90,3.50,**,3.15,**,**
425000156,Sodium bicarb 8.4% 50 ml,250,N/A,10.00,4.00,4.90,8.50,,5.50,**,**,**,**,**,**,**,**,5.80,4.90,**,**,8.50,5.50,7.50,7.50,7.00,**,5.50,5.30,6.80,7.50,**,**,**,5.20,4.90,5.50,5.80,**,**,5.80,7.00,**,6.30,**,**
425000157,Diazepam 5 mg tab,250,N/A,35.00,14.00,17.15,29.75,,19.25,**,**,**,**,**,**,**,**,20.30,17.15,**,**,29.75,19.25,26.25,26.25,24.50,**,19.25,18.55,23.80,26.25,**,**,**,18.20,17.15,19.25,20.30,**,**,20.30,24.50,**,22.05,**,**
425000158,Sodium bicarb 8.4% pedi 10 ml,250,N/A,17.00,6.80,8.33,14.45,,9.35,**,**,**,**,**,**,**,**,9.86,8.33,**,**,14.45,9.35,12.75,12.75,11.90,**,9.35,9.01,11.56,12.75,**,**,**,8.84,8.33,9.35,9.86,**,**,9.86,11.90,**,10.71,**,**
425000159,Vecuronium 10 mg/10 ml inj,250,N/A,140.00,56.00,68.60,119.00,,77.00,**,**,**,**,**,**,**,**,81.20,68.60,**,**,119.00,77.00,105.00,105.00,98.00,**,77.00,74.20,95.20,105.00,**,**,**,72.80,68.60,77.00,81.20,**,**,81.20,98.00,**,88.20,**,**
425000162,Viscous Lidocaine 2% 100 ml,250,N/A,21.00,8.40,10.29,17.85,,11.55,**,**,**,**,**,**,**,**,12.18,10.29,**,**,17.85,11.55,15.75,15.75,14.70,**,11.55,11.13,14.28,15.75,**,**,**,10.92,10.29,11.55,12.18,**,**,12.18,14.70,**,13.23,**,**
425000163,Phytonadione 10 mg inj,250,J3430,76.00,30.40,37.24,64.60,,41.80,**,**,**,**,**,**,**,**,44.08,37.24,**,**,64.60,41.80,57.00,57.00,53.20,**,41.80,40.28,51.68,57.00,**,**,**,39.52,37.24,41.80,44.08,**,**,44.08,53.20,**,47.88,**,**
425000165,Procainamide 1gm/10mL inj,250,J2690,37.00,14.80,18.13,31.45,,20.35,**,**,**,**,**,**,**,**,21.46,18.13,**,**,31.45,20.35,27.75,27.75,25.90,**,20.35,19.61,25.16,27.75,**,**,**,19.24,18.13,20.35,21.46,**,**,21.46,25.90,**,23.31,**,**
425000166,Azithromycin 250 mg tab,250,N/A,39.00,15.60,19.11,33.15,,21.45,**,**,**,**,**,**,**,**,22.62,19.11,**,**,33.15,21.45,29.25,29.25,27.30,**,21.45,20.67,26.52,29.25,**,**,**,20.28,19.11,21.45,22.62,**,**,22.62,27.30,**,24.57,**,**
425000167,Azithromycin 500 mg inj,250,J0456,57.00,22.80,27.93,48.45,,31.35,**,**,**,**,**,**,**,**,33.06,27.93,**,**,48.45,31.35,42.75,42.75,39.90,**,31.35,30.21,38.76,42.75,**,**,**,29.64,27.93,31.35,33.06,**,**,33.06,39.90,**,35.91,**,**
425000168,Ondansetron 4 mg ODT tab,250,N/A,81.00,32.40,39.69,68.85,,44.55,**,**,**,**,**,**,**,**,46.98,39.69,**,**,68.85,44.55,60.75,60.75,56.70,**,44.55,42.93,55.08,60.75,**,**,**,42.12,39.69,44.55,46.98,**,**,46.98,56.70,**,51.03,**,**
425000173,"pneumococcal 23 VACCINE (PNEUMOVAX) 23, 0.5 ml",250,90732,138.00,55.20,67.62,117.30,,75.90,**,**,**,**,**,**,**,**,80.04,67.62,**,**,117.30,75.90,103.50,103.50,96.60,**,75.90,73.14,93.84,103.50,**,**,**,71.76,67.62,75.90,80.04,**,**,80.04,96.60,**,86.94,**,**
425000176,Vitamin B-6 50 mg tab,250,N/A,11.00,4.40,5.39,9.35,,6.05,**,**,**,**,**,**,**,**,6.38,5.39,**,**,9.35,6.05,8.25,8.25,7.70,**,6.05,5.83,7.48,8.25,**,**,**,5.72,5.39,6.05,6.38,**,**,6.38,7.70,**,6.93,**,**
425000182,Bacteriostatic water 30 ml inj,250,N/A,10.00,4.00,4.90,8.50,,5.50,**,**,**,**,**,**,**,**,5.80,4.90,**,**,8.50,5.50,7.50,7.50,7.00,**,5.50,5.30,6.80,7.50,**,**,**,5.20,4.90,5.50,5.80,**,**,5.80,7.00,**,6.30,**,**
425000183,Ceftriaxone 500 mg inj,250,J0696,195.00,78.00,95.55,165.75,,107.25,**,**,**,**,**,**,**,**,113.10,95.55,**,**,165.75,107.25,146.25,146.25,136.50,**,107.25,103.35,132.60,146.25,**,**,**,101.40,95.55,107.25,113.10,**,**,113.10,136.50,**,122.85,**,**
425000185,Cefazolin sodium 1 gm inj,250,J0690,20.00,8.00,9.80,17.00,,11.00,**,**,**,**,**,**,**,**,11.60,9.80,**,**,17.00,11.00,15.00,15.00,14.00,**,11.00,10.60,13.60,15.00,**,**,**,10.40,9.80,11.00,11.60,**,**,11.60,14.00,**,12.60,**,**
425000186,Cefepime HCl 1 gm inj,250,J0692,207.00,82.80,101.43,175.95,,113.85,**,**,**,**,**,**,**,**,120.06,101.43,**,**,175.95,113.85,155.25,155.25,144.90,**,113.85,109.71,140.76,155.25,**,**,**,107.64,101.43,113.85,120.06,**,**,120.06,144.90,**,130.41,**,**
425000187,Cefoxitin sodium 1 gm inj,250,J0694,58.00,23.20,28.42,49.30,,31.90,**,**,**,**,**,**,**,**,33.64,28.42,**,**,49.30,31.90,43.50,43.50,40.60,**,31.90,30.74,39.44,43.50,**,**,**,30.16,28.42,31.90,33.64,**,**,33.64,40.60,**,36.54,**,**
425000188,Ceftriaxone sodium 1 gm inj,250,J0696,98.00,39.20,48.02,83.30,,53.90,**,**,**,**,**,**,**,**,56.84,48.02,**,**,83.30,53.90,73.50,73.50,68.60,**,53.90,51.94,66.64,73.50,**,**,**,50.96,48.02,53.90,56.84,**,**,56.84,68.60,**,61.74,**,**
425000189,Chlorpromazine 25 mg/ml inj,250,J3230,58.00,23.20,28.42,49.30,,31.90,**,**,**,**,**,**,**,**,33.64,28.42,**,**,49.30,31.90,43.50,43.50,40.60,**,31.90,30.74,39.44,43.50,**,**,**,30.16,28.42,31.90,33.64,**,**,33.64,40.60,**,36.54,**,**
425000192,Dexamethasone 10mg/1mL inj,250,J1100,29.00,11.60,14.21,24.65,,15.95,**,**,**,**,**,**,**,**,16.82,14.21,**,**,24.65,15.95,21.75,21.75,20.30,**,15.95,15.37,19.72,21.75,**,**,**,15.08,14.21,15.95,16.82,**,**,16.82,20.30,**,18.27,**,**
425000193,Diazepam 10 mg/2 ml inj,250,J3360,625.00,250.00,306.25,531.25,,343.75,**,**,**,**,**,**,**,**,362.50,306.25,**,**,531.25,343.75,468.75,468.75,437.50,**,343.75,331.25,425.00,468.75,**,**,**,325.00,306.25,343.75,362.50,**,**,362.50,437.50,**,393.75,**,**
425000194,Dicyclomine 20 mg tab,250,N/A,2.00,0.80,0.98,1.70,,1.10,**,**,**,**,**,**,**,**,1.16,0.98,**,**,1.70,1.10,1.50,1.50,1.40,**,1.10,1.06,1.36,1.50,**,**,**,1.04,0.98,1.10,1.16,**,**,1.16,1.40,**,1.26,**,**
425000196,Fentanyl 0.1mg/2mL inj,250,J3010,130.00,52.00,63.70,110.50,,71.50,**,**,**,**,**,**,**,**,75.40,63.70,**,**,110.50,71.50,97.50,97.50,91.00,**,71.50,68.90,88.40,97.50,**,**,**,67.60,63.70,71.50,75.40,**,**,75.40,91.00,**,81.90,**,**
425000197,Furosemide 40mg/4mL inj,250,J1940,13.00,5.20,6.37,11.05,,7.15,**,**,**,**,**,**,**,**,7.54,6.37,**,**,11.05,7.15,9.75,9.75,9.10,**,7.15,6.89,8.84,9.75,**,**,**,6.76,6.37,7.15,7.54,**,**,7.54,9.10,**,8.19,**,**
425000198,Hydromorphone 2 mg/ml inj,250,J1170,125.00,50.00,61.25,106.25,,68.75,**,**,**,**,**,**,**,**,72.50,61.25,**,**,106.25,68.75,93.75,93.75,87.50,**,68.75,66.25,85.00,93.75,**,**,**,65.00,61.25,68.75,72.50,**,**,72.50,87.50,**,78.75,**,**
425000199,Enoxaparin 100 mg/1 ml syr,250,J1650,6.00,2.40,2.94,5.10,,3.30,**,**,**,**,**,**,**,**,3.48,2.94,**,**,5.10,3.30,4.50,4.50,4.20,**,3.30,3.18,4.08,4.50,**,**,**,3.12,2.94,3.30,3.48,**,**,3.48,4.20,**,3.78,**,**
425000203,Ketoralac 60 mg/2 ml inj,250,J1885,115.00,46.00,56.35,97.75,,63.25,**,**,**,**,**,**,**,**,66.70,56.35,**,**,97.75,63.25,86.25,86.25,80.50,**,63.25,60.95,78.20,86.25,**,**,**,59.80,56.35,63.25,66.70,**,**,66.70,80.50,**,72.45,**,**
425000204,Adenosine 6mg/2mL inj,250,J0153,60.00,24.00,29.40,51.00,,33.00,**,**,**,**,**,**,**,**,34.80,29.40,**,**,51.00,33.00,45.00,45.00,42.00,**,33.00,31.80,40.80,45.00,**,**,**,31.20,29.40,33.00,34.80,**,**,34.80,42.00,**,37.80,**,**
425000205,Ketorolac 30mg/mL 1mL inj (per 15mg),250,J1885,3.00,1.20,1.47,2.55,,1.65,**,**,**,**,**,**,**,**,1.74,1.47,**,**,2.55,1.65,2.25,2.25,2.10,**,1.65,1.59,2.04,2.25,**,**,**,1.56,1.47,1.65,1.74,**,**,1.74,2.10,**,1.89,**,**
425000206,Levaquin 750 mg/150 ml IV,250,J1956,445.00,178.00,218.05,378.25,,244.75,**,**,**,**,**,**,**,**,258.10,218.05,**,**,378.25,244.75,333.75,333.75,311.50,**,244.75,235.85,302.60,333.75,**,**,**,231.40,218.05,244.75,258.10,**,**,258.10,311.50,**,280.35,**,**
425000207,Lorazepam 2 mg/ml inj,250,J2060,38.00,15.20,18.62,32.30,,20.90,**,**,**,**,**,**,**,**,22.04,18.62,**,**,32.30,20.90,28.50,28.50,26.60,**,20.90,20.14,25.84,28.50,**,**,**,19.76,18.62,20.90,22.04,**,**,22.04,26.60,**,23.94,**,**
425000208,Methylprednisolone Acetate 40mg/1mL inj,250,J1030,255.00,102.00,124.95,216.75,,140.25,**,**,**,**,**,**,**,**,147.90,124.95,**,**,216.75,140.25,191.25,191.25,178.50,**,140.25,135.15,173.40,191.25,**,**,**,132.60,124.95,140.25,147.90,**,**,147.90,178.50,**,160.65,**,**
425000209,Methylprednisolone Sodium Succinate 125 mg/ 2ml inj,250,J2930,55.00,22.00,26.95,46.75,,30.25,**,**,**,**,**,**,**,**,31.90,26.95,**,**,46.75,30.25,41.25,41.25,38.50,**,30.25,29.15,37.40,41.25,**,**,**,28.60,26.95,30.25,31.90,**,**,31.90,38.50,**,34.65,**,**
425000210,Metoclopramide 10mg/2mL inj,250,J2765,7.00,2.80,3.43,5.95,,3.85,**,**,**,**,**,**,**,**,4.06,3.43,**,**,5.95,3.85,5.25,5.25,4.90,**,3.85,3.71,4.76,5.25,**,**,**,3.64,3.43,3.85,4.06,**,**,4.06,4.90,**,4.41,**,**
425000211,Morphine sulfate 10 mg inj,250,J2270,102.00,40.80,49.98,86.70,,56.10,**,**,**,**,**,**,**,**,59.16,49.98,**,**,86.70,56.10,76.50,76.50,71.40,**,56.10,54.06,69.36,76.50,**,**,**,53.04,49.98,56.10,59.16,**,**,59.16,71.40,**,64.26,**,**
425000212,Ondansetron 4mg/2mL inj (per 1mg),250,J2405,0.43,0.17,0.21,0.37,,0.24,**,**,**,**,**,**,**,**,0.25,0.21,**,**,0.37,0.24,0.32,0.32,0.30,**,0.24,0.23,0.29,0.32,**,**,**,0.22,0.21,0.24,0.25,**,**,0.25,0.30,**,0.27,**,**
425000213,Prednisone 20 mg tab,250,J7512,5.00,2.00,2.45,4.25,,2.75,**,**,**,**,**,**,**,**,2.90,2.45,**,**,4.25,2.75,3.75,3.75,3.50,**,2.75,2.65,3.40,3.75,**,**,**,2.60,2.45,2.75,2.90,**,**,2.90,3.50,**,3.15,**,**
425000214,Promethazine 25 mg inj,250,J2550,40.00,16.00,19.60,34.00,,22.00,**,**,**,**,**,**,**,**,23.20,19.60,**,**,34.00,22.00,30.00,30.00,28.00,**,22.00,21.20,27.20,30.00,**,**,**,20.80,19.60,22.00,23.20,**,**,23.20,28.00,**,25.20,**,**
425000215,Protonix 40 mg inj,250,C9113,103.00,41.20,50.47,87.55,,56.65,**,**,**,**,**,**,**,**,59.74,50.47,**,**,87.55,56.65,77.25,77.25,72.10,**,56.65,54.59,70.04,77.25,**,**,**,53.56,50.47,56.65,59.74,**,**,59.74,72.10,**,64.89,**,**
425000216,Silver Sulfadiazine 1 % 20gm cream,250,N/A,73.00,29.20,35.77,62.05,,40.15,**,**,**,**,**,**,**,**,42.34,35.77,**,**,62.05,40.15,54.75,54.75,51.10,**,40.15,38.69,49.64,54.75,**,**,**,37.96,35.77,40.15,42.34,**,**,42.34,51.10,**,45.99,**,**
425000217,Rhogam 300 mcg syringe inj,250,J2790,599.00,239.60,293.51,509.15,,329.45,**,**,**,**,**,**,**,**,347.42,293.51,**,**,509.15,329.45,449.25,449.25,419.30,**,329.45,317.47,407.32,449.25,**,**,**,311.48,293.51,329.45,347.42,**,**,347.42,419.30,**,377.37,**,**
425000219,Vancomycin 1 gm injection,250,J3370,26.00,10.40,12.74,22.10,,14.30,**,**,**,**,**,**,**,**,15.08,12.74,**,**,22.10,14.30,19.50,19.50,18.20,**,14.30,13.78,17.68,19.50,**,**,**,13.52,12.74,14.30,15.08,**,**,15.08,18.20,**,16.38,**,**
425000220,Digoxin 500 mcg/2 ml inj,250,J1160,26.00,10.40,12.74,22.10,,14.30,**,**,**,**,**,**,**,**,15.08,12.74,**,**,22.10,14.30,19.50,19.50,18.20,**,14.30,13.78,17.68,19.50,**,**,**,13.52,12.74,14.30,15.08,**,**,15.08,18.20,**,16.38,**,**
425000221,Gentamicin 80mg/2mL inj,250,J1580,13.00,5.20,6.37,11.05,,7.15,**,**,**,**,**,**,**,**,7.54,6.37,**,**,11.05,7.15,9.75,9.75,9.10,**,7.15,6.89,8.84,9.75,**,**,**,6.76,6.37,7.15,7.54,**,**,7.54,9.10,**,8.19,**,**
425000223,Hydralazine 20 mg/ml inj,250,J0360,163.00,65.20,79.87,138.55,,89.65,**,**,**,**,**,**,**,**,94.54,79.87,**,**,138.55,89.65,122.25,122.25,114.10,**,89.65,86.39,110.84,122.25,**,**,**,84.76,79.87,89.65,94.54,**,**,94.54,114.10,**,102.69,**,**
425000225,Prochlorperazine 10mg/2mL inj,250,J0780,36.00,14.40,17.64,30.60,,19.80,**,**,**,**,**,**,**,**,20.88,17.64,**,**,30.60,19.80,27.00,27.00,25.20,**,19.80,19.08,24.48,27.00,**,**,**,18.72,17.64,19.80,20.88,**,**,20.88,25.20,**,22.68,**,**
425000226,Succinylcholine 200mg/10mL inj,250,J0330,21.00,8.40,10.29,17.85,,11.55,**,**,**,**,**,**,**,**,12.18,10.29,**,**,17.85,11.55,15.75,15.75,14.70,**,11.55,11.13,14.28,15.75,**,**,**,10.92,10.29,11.55,12.18,**,**,12.18,14.70,**,13.23,**,**
425000227,Sumatriptan succinate 6 mg inj,250,J3030,457.00,182.80,223.93,388.45,,251.35,**,**,**,**,**,**,**,**,265.06,223.93,**,**,388.45,251.35,342.75,342.75,319.90,**,251.35,242.21,310.76,342.75,**,**,**,237.64,223.93,251.35,265.06,**,**,265.06,319.90,**,287.91,**,**
425000228,Naloxone 0.4 mg/ml inj,250,J2310,166.00,66.40,81.34,141.10,,91.30,**,**,**,**,**,**,**,**,96.28,81.34,**,**,141.10,91.30,124.50,124.50,116.20,**,91.30,87.98,112.88,124.50,**,**,**,86.32,81.34,91.30,96.28,**,**,96.28,116.20,**,104.58,**,**
425000231,Amiodarone 150mg/3mL inj,250,J0282,32.00,12.80,15.68,27.20,,17.60,**,**,**,**,**,**,**,**,18.56,15.68,**,**,27.20,17.60,24.00,24.00,22.40,**,17.60,16.96,21.76,24.00,**,**,**,16.64,15.68,17.60,18.56,**,**,18.56,22.40,**,20.16,**,**
425000232,"Calcium Gluconate 10% 1,000mg/10mL inj",250,J0610,17.00,6.80,8.33,14.45,,9.35,**,**,**,**,**,**,**,**,9.86,8.33,**,**,14.45,9.35,12.75,12.75,11.90,**,9.35,9.01,11.56,12.75,**,**,**,8.84,8.33,9.35,9.86,**,**,9.86,11.90,**,10.71,**,**
425000233,Dopamine 400mg/D5W 250ml,250,J1265,96.00,38.40,47.04,81.60,,52.80,**,**,**,**,**,**,**,**,55.68,47.04,**,**,81.60,52.80,72.00,72.00,67.20,**,52.80,50.88,65.28,72.00,**,**,**,49.92,47.04,52.80,55.68,**,**,55.68,67.20,**,60.48,**,**
425000234,Droperidol 2.5 mg inj,250,J1790,17.00,6.80,8.33,14.45,,9.35,**,**,**,**,**,**,**,**,9.86,8.33,**,**,14.45,9.35,12.75,12.75,11.90,**,9.35,9.01,11.56,12.75,**,**,**,8.84,8.33,9.35,9.86,**,**,9.86,11.90,**,10.71,**,**
425000235,"Heparin 25,000 units/D5W 500ml Premix bag",250,J1644,22.00,8.80,10.78,18.70,,12.10,**,**,**,**,**,**,**,**,12.76,10.78,**,**,18.70,12.10,16.50,16.50,15.40,**,12.10,11.66,14.96,16.50,**,**,**,11.44,10.78,12.10,12.76,**,**,12.76,15.40,**,13.86,**,**
425000239,Terbutaline 1 mg/ml inj,250,J3105,98.00,39.20,48.02,83.30,,53.90,**,**,**,**,**,**,**,**,56.84,48.02,**,**,83.30,53.90,73.50,73.50,68.60,**,53.90,51.94,66.64,73.50,**,**,**,50.96,48.02,53.90,56.84,**,**,56.84,68.60,**,61.74,**,**
425000240,Haloperidol 5 mg/ml inj,250,J1630,209.00,83.60,102.41,177.65,,114.95,**,**,**,**,**,**,**,**,121.22,102.41,**,**,177.65,114.95,156.75,156.75,146.30,**,114.95,110.77,142.12,156.75,**,**,**,108.68,102.41,114.95,121.22,**,**,121.22,146.30,**,131.67,**,**
425000248,Piperacillin/tazobactam 3.375 gm,250,J2543,18.00,7.20,8.82,15.30,,9.90,**,**,**,**,**,**,**,**,10.44,8.82,**,**,15.30,9.90,13.50,13.50,12.60,**,9.90,9.54,12.24,13.50,**,**,**,9.36,8.82,9.90,10.44,**,**,10.44,12.60,**,11.34,**,**
425000252,Verapamil 5 mg inj 2 ml,250,N/A,31.00,12.40,15.19,26.35,,17.05,**,**,**,**,**,**,**,**,17.98,15.19,**,**,26.35,17.05,23.25,23.25,21.70,**,17.05,16.43,21.08,23.25,**,**,**,16.12,15.19,17.05,17.98,**,**,17.98,21.70,**,19.53,**,**
425000253,Td Vaccine (Tenivac),250,90714,165.00,66.00,80.85,140.25,,90.75,**,**,**,**,**,**,**,**,95.70,80.85,**,**,140.25,90.75,123.75,123.75,115.50,**,90.75,87.45,112.20,123.75,**,**,**,85.80,80.85,90.75,95.70,**,**,95.70,115.50,**,103.95,**,**
425000255,Atenolol 50 mg tab,250,N/A,1.00,0.40,0.49,0.85,,0.55,**,**,**,**,**,**,**,**,0.58,0.49,**,**,0.85,0.55,0.75,0.75,0.70,**,0.55,0.53,0.68,0.75,**,**,**,0.52,0.49,0.55,0.58,**,**,0.58,0.70,**,0.63,**,**
425000256,Hydrochlorothiazide 25 mg tab,250,N/A,1.00,0.40,0.49,0.85,,0.55,**,**,**,**,**,**,**,**,0.58,0.49,**,**,0.85,0.55,0.75,0.75,0.70,**,0.55,0.53,0.68,0.75,**,**,**,0.52,0.49,0.55,0.58,**,**,0.58,0.70,**,0.63,**,**
425000257,Guaiasorb DM SF Liq 100mg/10mg/5 ml,250,N/A,11.00,4.40,5.39,9.35,,6.05,**,**,**,**,**,**,**,**,6.38,5.39,**,**,9.35,6.05,8.25,8.25,7.70,**,6.05,5.83,7.48,8.25,**,**,**,5.72,5.39,6.05,6.38,**,**,6.38,7.70,**,6.93,**,**
425000258,Benzonatate 100 mg cap,250,N/A,1.00,0.40,0.49,0.85,,0.55,**,**,**,**,**,**,**,**,0.58,0.49,**,**,0.85,0.55,0.75,0.75,0.70,**,0.55,0.53,0.68,0.75,**,**,**,0.52,0.49,0.55,0.58,**,**,0.58,0.70,**,0.63,**,**
